Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,2023-08-15_256samples_623B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_629A2A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_630A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_631B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_632B_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_633A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_638A1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_642A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_643E.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP10A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP13A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP15C_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP17D.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP19F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP20G1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP3F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP5A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP6A.fasta_PROKKA_04102026
ctaG,ctaG,Cytochrome c oxidase assembly protein CtaG,18,18,1.0,3,92,,,,552,552,552.0,DHHEPMPN_05360,CBBFEIEG_05477,JAGMMPDK_05235,JCGKDLKP_04661,IJJMJDPO_05105,OPLBPFOJ_05148,PAPKKMNH_05203,EEMOKJNN_05218,JPLAHNLF_05336,DHNKKDKB_04521,EONIFOAI_05590,KPCEIPFN_05560,BLLKJOKP_05051,HALBOOGP_04884,POFILHDL_05003,GOKHHJCB_05593,MFFOPBKH_04962,HGPKINJB_04565
sasA_23,sasA_23,Adaptive-response sensory-kinase SasA,18,18,1.0,3,91,,,,2280,2280,2280.0,DHHEPMPN_05307,CBBFEIEG_05530,JAGMMPDK_05288,JCGKDLKP_04608,IJJMJDPO_05158,OPLBPFOJ_05095,PAPKKMNH_05150,EEMOKJNN_05165,JPLAHNLF_05283,DHNKKDKB_04574,EONIFOAI_05643,KPCEIPFN_05613,BLLKJOKP_05105,HALBOOGP_04831,POFILHDL_05056,GOKHHJCB_05646,MFFOPBKH_05015,HGPKINJB_04512
group_3524,,hypothetical protein,18,18,1.0,3,90,,,,273,273,273.0,DHHEPMPN_05349,CBBFEIEG_05488,JAGMMPDK_05246,JCGKDLKP_04650,IJJMJDPO_05116,OPLBPFOJ_05137,PAPKKMNH_05192,EEMOKJNN_05207,JPLAHNLF_05325,DHNKKDKB_04532,EONIFOAI_05601,KPCEIPFN_05571,BLLKJOKP_05062,HALBOOGP_04873,POFILHDL_05014,GOKHHJCB_05604,MFFOPBKH_04973,HGPKINJB_04554
dsbA,dsbA,Thiol:disulfide interchange protein DsbA,18,18,1.0,3,89,,,,636,636,636.0,DHHEPMPN_05440,CBBFEIEG_05624,JAGMMPDK_05392,JCGKDLKP_04686,IJJMJDPO_05230,OPLBPFOJ_05227,PAPKKMNH_05349,EEMOKJNN_05297,JPLAHNLF_05431,DHNKKDKB_04496,EONIFOAI_05824,KPCEIPFN_05860,BLLKJOKP_05295,HALBOOGP_04909,POFILHDL_05237,GOKHHJCB_05823,MFFOPBKH_05161,HGPKINJB_04590
group_3523,,hypothetical protein,18,18,1.0,3,88,,,,636,636,636.0,DHHEPMPN_05367,CBBFEIEG_05470,JAGMMPDK_05228,JCGKDLKP_04668,IJJMJDPO_05098,OPLBPFOJ_05155,PAPKKMNH_05210,EEMOKJNN_05225,JPLAHNLF_05343,DHNKKDKB_04514,EONIFOAI_05583,KPCEIPFN_05553,BLLKJOKP_05044,HALBOOGP_04891,POFILHDL_04996,GOKHHJCB_05586,MFFOPBKH_04955,HGPKINJB_04572
znuA,znuA,High-affinity zinc uptake system protein ZnuA,18,18,1.0,3,87,,,,843,921,860.3333333333334,DHHEPMPN_05432,CBBFEIEG_05632,JAGMMPDK_05384,JCGKDLKP_04678,IJJMJDPO_05223,OPLBPFOJ_05220,PAPKKMNH_05357,EEMOKJNN_05290,JPLAHNLF_05439,DHNKKDKB_04504,EONIFOAI_05816,KPCEIPFN_05868,BLLKJOKP_05302,HALBOOGP_04901,POFILHDL_05229,GOKHHJCB_05815,MFFOPBKH_05169,HGPKINJB_04582
trkA,trkA,Trk system potassium uptake protein TrkA,18,18,1.0,3,86,,,,1374,1374,1374.0,DHHEPMPN_05315,CBBFEIEG_05522,JAGMMPDK_05280,JCGKDLKP_04616,IJJMJDPO_05150,OPLBPFOJ_05103,PAPKKMNH_05158,EEMOKJNN_05173,JPLAHNLF_05291,DHNKKDKB_04566,EONIFOAI_05635,KPCEIPFN_05605,BLLKJOKP_05097,HALBOOGP_04839,POFILHDL_05048,GOKHHJCB_05638,MFFOPBKH_05007,HGPKINJB_04520
ivy,ivy,Inhibitor of vertebrate lysozyme,18,18,1.0,3,85,,,,474,474,474.0,DHHEPMPN_05448,CBBFEIEG_05616,JAGMMPDK_05400,JCGKDLKP_04694,IJJMJDPO_05238,OPLBPFOJ_05235,PAPKKMNH_05341,EEMOKJNN_05305,JPLAHNLF_05423,DHNKKDKB_04488,EONIFOAI_05832,KPCEIPFN_05852,BLLKJOKP_05287,HALBOOGP_04917,POFILHDL_05245,GOKHHJCB_05831,MFFOPBKH_05153,HGPKINJB_04598
group_3522,,hypothetical protein,18,19,1.0555555555555556,3,84,,,,207,1095,1034.2105263157894,DHHEPMPN_05320,CBBFEIEG_05517,JAGMMPDK_05275,JCGKDLKP_04621,IJJMJDPO_05145,OPLBPFOJ_05108,PAPKKMNH_05163,EEMOKJNN_05178,JPLAHNLF_05296,DHNKKDKB_04561,EONIFOAI_05630,KPCEIPFN_05600,BLLKJOKP_05092;BLLKJOKP_05091,HALBOOGP_04844,POFILHDL_05043,GOKHHJCB_05633,MFFOPBKH_05002,HGPKINJB_04525
tsaC,tsaC,Threonylcarbamoyl-AMP synthase,18,18,1.0,3,83,,,,558,558,558.0,DHHEPMPN_05321,CBBFEIEG_05516,JAGMMPDK_05274,JCGKDLKP_04622,IJJMJDPO_05144,OPLBPFOJ_05109,PAPKKMNH_05164,EEMOKJNN_05179,JPLAHNLF_05297,DHNKKDKB_04560,EONIFOAI_05629,KPCEIPFN_05599,BLLKJOKP_05090,HALBOOGP_04845,POFILHDL_05042,GOKHHJCB_05632,MFFOPBKH_05001,HGPKINJB_04526
lpxP,lpxP,Lipid A biosynthesis palmitoleoyltransferase,18,18,1.0,3,82,,,,888,888,888.0,DHHEPMPN_05313,CBBFEIEG_05524,JAGMMPDK_05282,JCGKDLKP_04614,IJJMJDPO_05152,OPLBPFOJ_05101,PAPKKMNH_05156,EEMOKJNN_05171,JPLAHNLF_05289,DHNKKDKB_04568,EONIFOAI_05637,KPCEIPFN_05607,BLLKJOKP_05099,HALBOOGP_04837,POFILHDL_05050,GOKHHJCB_05640,MFFOPBKH_05009,HGPKINJB_04518
ctaE,ctaE,Cytochrome c oxidase subunit 3,18,18,1.0,3,81,,,,888,888,888.0,DHHEPMPN_05361,CBBFEIEG_05476,JAGMMPDK_05234,JCGKDLKP_04662,IJJMJDPO_05104,OPLBPFOJ_05149,PAPKKMNH_05204,EEMOKJNN_05219,JPLAHNLF_05337,DHNKKDKB_04520,EONIFOAI_05589,KPCEIPFN_05559,BLLKJOKP_05050,HALBOOGP_04885,POFILHDL_05002,GOKHHJCB_05592,MFFOPBKH_04961,HGPKINJB_04566
tag_2,tag_2,DNA-3-methyladenine glycosylase 1,18,18,1.0,3,80,,,,558,558,558.0,DHHEPMPN_05312,CBBFEIEG_05525,JAGMMPDK_05283,JCGKDLKP_04613,IJJMJDPO_05153,OPLBPFOJ_05100,PAPKKMNH_05155,EEMOKJNN_05170,JPLAHNLF_05288,DHNKKDKB_04569,EONIFOAI_05638,KPCEIPFN_05608,BLLKJOKP_05100,HALBOOGP_04836,POFILHDL_05051,GOKHHJCB_05641,MFFOPBKH_05010,HGPKINJB_04517
group_3521,,hypothetical protein,18,18,1.0,3,79,,,,1383,1383,1383.0,DHHEPMPN_05456,CBBFEIEG_05608,JAGMMPDK_05408,JCGKDLKP_04702,IJJMJDPO_05246,OPLBPFOJ_05243,PAPKKMNH_05333,EEMOKJNN_05313,JPLAHNLF_05415,DHNKKDKB_04480,EONIFOAI_05840,KPCEIPFN_05844,BLLKJOKP_05279,HALBOOGP_04925,POFILHDL_05253,GOKHHJCB_05839,MFFOPBKH_05145,HGPKINJB_04606
ctaA,ctaA,Heme A synthase,18,18,1.0,3,78,,,,1080,1080,1080.0,DHHEPMPN_05365,CBBFEIEG_05472,JAGMMPDK_05230,JCGKDLKP_04666,IJJMJDPO_05100,OPLBPFOJ_05153,PAPKKMNH_05208,EEMOKJNN_05223,JPLAHNLF_05341,DHNKKDKB_04516,EONIFOAI_05585,KPCEIPFN_05555,BLLKJOKP_05046,HALBOOGP_04889,POFILHDL_04998,GOKHHJCB_05588,MFFOPBKH_04957,HGPKINJB_04570
group_3520,,hypothetical protein,18,18,1.0,3,77,,,,720,720,720.0,DHHEPMPN_05428,CBBFEIEG_05636,JAGMMPDK_05380,JCGKDLKP_04674,IJJMJDPO_05219,OPLBPFOJ_05216,PAPKKMNH_05361,EEMOKJNN_05286,JPLAHNLF_05443,DHNKKDKB_04508,EONIFOAI_05812,KPCEIPFN_05872,BLLKJOKP_05306,HALBOOGP_04897,POFILHDL_05225,GOKHHJCB_05811,MFFOPBKH_05173,HGPKINJB_04578
group_3519,,hypothetical protein,18,18,1.0,3,76,,,,216,216,216.0,DHHEPMPN_05465,CBBFEIEG_05599,JAGMMPDK_05417,JCGKDLKP_04711,IJJMJDPO_05255,OPLBPFOJ_05252,PAPKKMNH_05324,EEMOKJNN_05322,JPLAHNLF_05406,DHNKKDKB_04471,EONIFOAI_05849,KPCEIPFN_05835,BLLKJOKP_05270,HALBOOGP_04934,POFILHDL_05262,GOKHHJCB_05848,MFFOPBKH_05136,HGPKINJB_04615
group_3518,,Dodecin,18,18,1.0,3,75,,,,216,216,216.0,DHHEPMPN_05339,CBBFEIEG_05498,JAGMMPDK_05256,JCGKDLKP_04640,IJJMJDPO_05126,OPLBPFOJ_05127,PAPKKMNH_05182,EEMOKJNN_05197,JPLAHNLF_05315,DHNKKDKB_04542,EONIFOAI_05611,KPCEIPFN_05581,BLLKJOKP_05072,HALBOOGP_04863,POFILHDL_05024,GOKHHJCB_05614,MFFOPBKH_04983,HGPKINJB_04544
dgoK1,dgoK1,putative 2-dehydro-3-deoxygalactonokinase DgoK1,18,18,1.0,3,74,,,,960,960,960.0,DHHEPMPN_05330,CBBFEIEG_05507,JAGMMPDK_05265,JCGKDLKP_04631,IJJMJDPO_05135,OPLBPFOJ_05118,PAPKKMNH_05173,EEMOKJNN_05188,JPLAHNLF_05306,DHNKKDKB_04551,EONIFOAI_05620,KPCEIPFN_05590,BLLKJOKP_05081,HALBOOGP_04854,POFILHDL_05033,GOKHHJCB_05623,MFFOPBKH_04992,HGPKINJB_04535
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,18,18,1.0,3,73,,,,1221,1221,1221.0,DHHEPMPN_05472,CBBFEIEG_05592,JAGMMPDK_05424,JCGKDLKP_04718,IJJMJDPO_05262,OPLBPFOJ_05259,PAPKKMNH_05317,EEMOKJNN_05329,JPLAHNLF_05399,DHNKKDKB_04464,EONIFOAI_05856,KPCEIPFN_05828,BLLKJOKP_05263,HALBOOGP_04941,POFILHDL_05269,GOKHHJCB_05855,MFFOPBKH_05129,HGPKINJB_04622
engB,engB,putative GTP-binding protein EngB,18,18,1.0,3,72,,,,642,642,642.0,DHHEPMPN_05437,CBBFEIEG_05627,JAGMMPDK_05389,JCGKDLKP_04683,IJJMJDPO_05227,OPLBPFOJ_05224,PAPKKMNH_05352,EEMOKJNN_05294,JPLAHNLF_05434,DHNKKDKB_04499,EONIFOAI_05821,KPCEIPFN_05863,BLLKJOKP_05298,HALBOOGP_04906,POFILHDL_05234,GOKHHJCB_05820,MFFOPBKH_05164,HGPKINJB_04587
group_3517,,hypothetical protein,18,18,1.0,3,71,,,,1044,1044,1044.0,DHHEPMPN_05345,CBBFEIEG_05492,JAGMMPDK_05250,JCGKDLKP_04646,IJJMJDPO_05120,OPLBPFOJ_05133,PAPKKMNH_05188,EEMOKJNN_05203,JPLAHNLF_05321,DHNKKDKB_04536,EONIFOAI_05605,KPCEIPFN_05575,BLLKJOKP_05066,HALBOOGP_04869,POFILHDL_05018,GOKHHJCB_05608,MFFOPBKH_04977,HGPKINJB_04550
cseB,cseB,Transcriptional regulatory protein CseB,18,18,1.0,3,70,,,,723,723,723.0,DHHEPMPN_05305,CBBFEIEG_05532,JAGMMPDK_05290,JCGKDLKP_04606,IJJMJDPO_05160,OPLBPFOJ_05093,PAPKKMNH_05148,EEMOKJNN_05163,JPLAHNLF_05281,DHNKKDKB_04576,EONIFOAI_05645,KPCEIPFN_05615,BLLKJOKP_05107,HALBOOGP_04829,POFILHDL_05058,GOKHHJCB_05648,MFFOPBKH_05017,HGPKINJB_04510
group_3516,,hypothetical protein,18,18,1.0,3,69,,,,1659,1659,1659.0,DHHEPMPN_05457,CBBFEIEG_05607,JAGMMPDK_05409,JCGKDLKP_04703,IJJMJDPO_05247,OPLBPFOJ_05244,PAPKKMNH_05332,EEMOKJNN_05314,JPLAHNLF_05414,DHNKKDKB_04479,EONIFOAI_05841,KPCEIPFN_05843,BLLKJOKP_05278,HALBOOGP_04926,POFILHDL_05254,GOKHHJCB_05840,MFFOPBKH_05144,HGPKINJB_04607
trpB,trpB,Tryptophan synthase beta chain,18,18,1.0,3,68,,,,1227,1227,1227.0,DHHEPMPN_05336,CBBFEIEG_05501,JAGMMPDK_05259,JCGKDLKP_04637,IJJMJDPO_05129,OPLBPFOJ_05124,PAPKKMNH_05179,EEMOKJNN_05194,JPLAHNLF_05312,DHNKKDKB_04545,EONIFOAI_05614,KPCEIPFN_05584,BLLKJOKP_05075,HALBOOGP_04860,POFILHDL_05027,GOKHHJCB_05617,MFFOPBKH_04986,HGPKINJB_04541
mkl,mkl,putative ribonucleotide transport ATP-binding protein mkl,18,18,1.0,3,67,,,,804,804,804.0,DHHEPMPN_05453,CBBFEIEG_05611,JAGMMPDK_05405,JCGKDLKP_04699,IJJMJDPO_05243,OPLBPFOJ_05240,PAPKKMNH_05336,EEMOKJNN_05310,JPLAHNLF_05418,DHNKKDKB_04483,EONIFOAI_05837,KPCEIPFN_05847,BLLKJOKP_05282,HALBOOGP_04922,POFILHDL_05250,GOKHHJCB_05836,MFFOPBKH_05148,HGPKINJB_04603
group_3515,,hypothetical protein,18,18,1.0,3,66,,,,1230,1230,1230.0,DHHEPMPN_05450,CBBFEIEG_05614,JAGMMPDK_05402,JCGKDLKP_04696,IJJMJDPO_05240,OPLBPFOJ_05237,PAPKKMNH_05339,EEMOKJNN_05307,JPLAHNLF_05421,DHNKKDKB_04486,EONIFOAI_05834,KPCEIPFN_05850,BLLKJOKP_05285,HALBOOGP_04919,POFILHDL_05247,GOKHHJCB_05833,MFFOPBKH_05151,HGPKINJB_04600
zur,zur,Zinc uptake regulation protein,18,18,1.0,3,65,,,,483,483,483.0,DHHEPMPN_05431,CBBFEIEG_05633,JAGMMPDK_05383,JCGKDLKP_04677,IJJMJDPO_05222,OPLBPFOJ_05219,PAPKKMNH_05358,EEMOKJNN_05289,JPLAHNLF_05440,DHNKKDKB_04505,EONIFOAI_05815,KPCEIPFN_05869,BLLKJOKP_05303,HALBOOGP_04900,POFILHDL_05228,GOKHHJCB_05814,MFFOPBKH_05170,HGPKINJB_04581
group_3514,,hypothetical protein,18,18,1.0,3,64,,,,285,357,305.1666666666667,DHHEPMPN_05423,CBBFEIEG_05641,JAGMMPDK_05956,JCGKDLKP_04669,IJJMJDPO_05214,OPLBPFOJ_05211,PAPKKMNH_05366,EEMOKJNN_05281,JPLAHNLF_05448,DHNKKDKB_04513,EONIFOAI_05807,KPCEIPFN_05877,BLLKJOKP_05311,HALBOOGP_04892,POFILHDL_05220,GOKHHJCB_05806,MFFOPBKH_05178,HGPKINJB_04573
group_3513,,hypothetical protein,18,18,1.0,3,63,,,,648,648,648.0,DHHEPMPN_05357,CBBFEIEG_05480,JAGMMPDK_05238,JCGKDLKP_04658,IJJMJDPO_05108,OPLBPFOJ_05145,PAPKKMNH_05200,EEMOKJNN_05215,JPLAHNLF_05333,DHNKKDKB_04524,EONIFOAI_05593,KPCEIPFN_05563,BLLKJOKP_05054,HALBOOGP_04881,POFILHDL_05006,GOKHHJCB_05596,MFFOPBKH_04965,HGPKINJB_04562
qorA_4,qorA_4,Quinone oxidoreductase 1,18,18,1.0,3,62,,,,978,978,978.0,DHHEPMPN_05322,CBBFEIEG_05515,JAGMMPDK_05273,JCGKDLKP_04623,IJJMJDPO_05143,OPLBPFOJ_05110,PAPKKMNH_05165,EEMOKJNN_05180,JPLAHNLF_05298,DHNKKDKB_04559,EONIFOAI_05628,KPCEIPFN_05598,BLLKJOKP_05089,HALBOOGP_04846,POFILHDL_05041,GOKHHJCB_05631,MFFOPBKH_05000,HGPKINJB_04527
group_3512,,hypothetical protein,18,18,1.0,3,61,,,,225,225,225.0,DHHEPMPN_05340,CBBFEIEG_05497,JAGMMPDK_05255,JCGKDLKP_04641,IJJMJDPO_05125,OPLBPFOJ_05128,PAPKKMNH_05183,EEMOKJNN_05198,JPLAHNLF_05316,DHNKKDKB_04541,EONIFOAI_05610,KPCEIPFN_05580,BLLKJOKP_05071,HALBOOGP_04864,POFILHDL_05023,GOKHHJCB_05613,MFFOPBKH_04982,HGPKINJB_04545
trpI,trpI,HTH-type transcriptional regulator TrpI,18,18,1.0,3,60,,,,897,897,897.0,DHHEPMPN_05337,CBBFEIEG_05500,JAGMMPDK_05258,JCGKDLKP_04638,IJJMJDPO_05128,OPLBPFOJ_05125,PAPKKMNH_05180,EEMOKJNN_05195,JPLAHNLF_05313,DHNKKDKB_04544,EONIFOAI_05613,KPCEIPFN_05583,BLLKJOKP_05074,HALBOOGP_04861,POFILHDL_05026,GOKHHJCB_05616,MFFOPBKH_04985,HGPKINJB_04542
trpA,trpA,Tryptophan synthase alpha chain,18,18,1.0,3,59,,,,810,810,810.0,DHHEPMPN_05335,CBBFEIEG_05502,JAGMMPDK_05260,JCGKDLKP_04636,IJJMJDPO_05130,OPLBPFOJ_05123,PAPKKMNH_05178,EEMOKJNN_05193,JPLAHNLF_05311,DHNKKDKB_04546,EONIFOAI_05615,KPCEIPFN_05585,BLLKJOKP_05076,HALBOOGP_04859,POFILHDL_05028,GOKHHJCB_05618,MFFOPBKH_04987,HGPKINJB_04540
cynT_2,cynT_2,Carbonic anhydrase 1,18,18,1.0,3,58,,,,732,732,732.0,DHHEPMPN_05355,CBBFEIEG_05482,JAGMMPDK_05240,JCGKDLKP_04656,IJJMJDPO_05110,OPLBPFOJ_05143,PAPKKMNH_05198,EEMOKJNN_05213,JPLAHNLF_05331,DHNKKDKB_04526,EONIFOAI_05595,KPCEIPFN_05565,BLLKJOKP_05056,HALBOOGP_04879,POFILHDL_05008,GOKHHJCB_05598,MFFOPBKH_04967,HGPKINJB_04560
group_3511,,hypothetical protein,18,18,1.0,3,57,,,,288,288,288.0,DHHEPMPN_05446,CBBFEIEG_05618,JAGMMPDK_05398,JCGKDLKP_04692,IJJMJDPO_05236,OPLBPFOJ_05233,PAPKKMNH_05343,EEMOKJNN_05303,JPLAHNLF_05425,DHNKKDKB_04490,EONIFOAI_05830,KPCEIPFN_05854,BLLKJOKP_05289,HALBOOGP_04915,POFILHDL_05243,GOKHHJCB_05829,MFFOPBKH_05155,HGPKINJB_04596
group_3510,,hypothetical protein,18,18,1.0,3,56,,,,423,423,423.0,DHHEPMPN_05344,CBBFEIEG_05493,JAGMMPDK_05251,JCGKDLKP_04645,IJJMJDPO_05121,OPLBPFOJ_05132,PAPKKMNH_05187,EEMOKJNN_05202,JPLAHNLF_05320,DHNKKDKB_04537,EONIFOAI_05606,KPCEIPFN_05576,BLLKJOKP_05067,HALBOOGP_04868,POFILHDL_05019,GOKHHJCB_05609,MFFOPBKH_04978,HGPKINJB_04549
gcvA_11,gcvA_11,Glycine cleavage system transcriptional activator,18,18,1.0,3,55,,,,900,900,900.0,DHHEPMPN_05470,CBBFEIEG_05594,JAGMMPDK_05422,JCGKDLKP_04716,IJJMJDPO_05260,OPLBPFOJ_05257,PAPKKMNH_05319,EEMOKJNN_05327,JPLAHNLF_05401,DHNKKDKB_04466,EONIFOAI_05854,KPCEIPFN_05830,BLLKJOKP_05265,HALBOOGP_04939,POFILHDL_05267,GOKHHJCB_05853,MFFOPBKH_05131,HGPKINJB_04620
ctaB,ctaB,Protoheme IX farnesyltransferase,18,18,1.0,3,54,,,,900,900,900.0,DHHEPMPN_05366,CBBFEIEG_05471,JAGMMPDK_05229,JCGKDLKP_04667,IJJMJDPO_05099,OPLBPFOJ_05154,PAPKKMNH_05209,EEMOKJNN_05224,JPLAHNLF_05342,DHNKKDKB_04515,EONIFOAI_05584,KPCEIPFN_05554,BLLKJOKP_05045,HALBOOGP_04890,POFILHDL_04997,GOKHHJCB_05587,MFFOPBKH_04956,HGPKINJB_04571
group_3509,,hypothetical protein,18,18,1.0,3,53,,,,291,291,291.0,DHHEPMPN_05435,CBBFEIEG_05629,JAGMMPDK_05387,JCGKDLKP_04681,IJJMJDPO_05225,OPLBPFOJ_05222,PAPKKMNH_05354,EEMOKJNN_05292,JPLAHNLF_05436,DHNKKDKB_04501,EONIFOAI_05819,KPCEIPFN_05865,BLLKJOKP_05300,HALBOOGP_04904,POFILHDL_05232,GOKHHJCB_05818,MFFOPBKH_05166,HGPKINJB_04585
group_3508,,5'-nucleotidase,18,18,1.0,3,52,,,,660,660,660.0,DHHEPMPN_05346,CBBFEIEG_05491,JAGMMPDK_05249,JCGKDLKP_04647,IJJMJDPO_05119,OPLBPFOJ_05134,PAPKKMNH_05189,EEMOKJNN_05204,JPLAHNLF_05322,DHNKKDKB_04535,EONIFOAI_05604,KPCEIPFN_05574,BLLKJOKP_05065,HALBOOGP_04870,POFILHDL_05017,GOKHHJCB_05607,MFFOPBKH_04976,HGPKINJB_04551
group_3507,,Gluconate 2-dehydrogenase flavoprotein,18,18,1.0,3,51,,,,1785,1785,1785.0,DHHEPMPN_05352,CBBFEIEG_05485,JAGMMPDK_05243,JCGKDLKP_04653,IJJMJDPO_05113,OPLBPFOJ_05140,PAPKKMNH_05195,EEMOKJNN_05210,JPLAHNLF_05328,DHNKKDKB_04529,EONIFOAI_05598,KPCEIPFN_05568,BLLKJOKP_05059,HALBOOGP_04876,POFILHDL_05011,GOKHHJCB_05601,MFFOPBKH_04970,HGPKINJB_04557
kinB,kinB,Alginate biosynthesis sensor protein KinB,18,18,1.0,3,50,,,,1788,1788,1788.0,DHHEPMPN_05444,CBBFEIEG_05620,JAGMMPDK_05396,JCGKDLKP_04690,IJJMJDPO_05234,OPLBPFOJ_05231,PAPKKMNH_05345,EEMOKJNN_05301,JPLAHNLF_05427,DHNKKDKB_04492,EONIFOAI_05828,KPCEIPFN_05856,BLLKJOKP_05291,HALBOOGP_04913,POFILHDL_05241,GOKHHJCB_05827,MFFOPBKH_05157,HGPKINJB_04594
polA,polA,DNA polymerase I,18,18,1.0,3,49,,,,2796,2796,2796.0,DHHEPMPN_05436,CBBFEIEG_05628,JAGMMPDK_05388,JCGKDLKP_04682,IJJMJDPO_05226,OPLBPFOJ_05223,PAPKKMNH_05353,EEMOKJNN_05293,JPLAHNLF_05435,DHNKKDKB_04500,EONIFOAI_05820,KPCEIPFN_05864,BLLKJOKP_05299,HALBOOGP_04905,POFILHDL_05233,GOKHHJCB_05819,MFFOPBKH_05165,HGPKINJB_04586
pntB_2,pntB_2,NAD(P) transhydrogenase subunit beta,18,18,1.0,3,48,,,,1437,1437,1437.0,DHHEPMPN_05467,CBBFEIEG_05597,JAGMMPDK_05419,JCGKDLKP_04713,IJJMJDPO_05257,OPLBPFOJ_05254,PAPKKMNH_05322,EEMOKJNN_05324,JPLAHNLF_05404,DHNKKDKB_04469,EONIFOAI_05851,KPCEIPFN_05833,BLLKJOKP_05268,HALBOOGP_04936,POFILHDL_05264,GOKHHJCB_05850,MFFOPBKH_05134,HGPKINJB_04617
pntAA_2,pntAA_2,NAD(P) transhydrogenase subunit alpha part 1,18,18,1.0,3,47,,,,1122,1122,1122.0,DHHEPMPN_05469,CBBFEIEG_05595,JAGMMPDK_05421,JCGKDLKP_04715,IJJMJDPO_05259,OPLBPFOJ_05256,PAPKKMNH_05320,EEMOKJNN_05326,JPLAHNLF_05402,DHNKKDKB_04467,EONIFOAI_05853,KPCEIPFN_05831,BLLKJOKP_05266,HALBOOGP_04938,POFILHDL_05266,GOKHHJCB_05852,MFFOPBKH_05132,HGPKINJB_04619
group_3506,,hypothetical protein,18,18,1.0,3,46,,,,585,585,585.0,DHHEPMPN_05364,CBBFEIEG_05473,JAGMMPDK_05231,JCGKDLKP_04665,IJJMJDPO_05101,OPLBPFOJ_05152,PAPKKMNH_05207,EEMOKJNN_05222,JPLAHNLF_05340,DHNKKDKB_04517,EONIFOAI_05586,KPCEIPFN_05556,BLLKJOKP_05047,HALBOOGP_04888,POFILHDL_04999,GOKHHJCB_05589,MFFOPBKH_04958,HGPKINJB_04569
osmC,osmC,Peroxiredoxin OsmC,18,18,1.0,3,45,,,,432,432,432.0,DHHEPMPN_05342,CBBFEIEG_05495,JAGMMPDK_05253,JCGKDLKP_04643,IJJMJDPO_05123,OPLBPFOJ_05130,PAPKKMNH_05185,EEMOKJNN_05200,JPLAHNLF_05318,DHNKKDKB_04539,EONIFOAI_05608,KPCEIPFN_05578,BLLKJOKP_05069,HALBOOGP_04866,POFILHDL_05021,GOKHHJCB_05611,MFFOPBKH_04980,HGPKINJB_04547
aroE_2,aroE_2,Shikimate dehydrogenase (NADP(+)),18,18,1.0,3,44,,,,825,825,825.0,DHHEPMPN_05324,CBBFEIEG_05513,JAGMMPDK_05271,JCGKDLKP_04625,IJJMJDPO_05141,OPLBPFOJ_05112,PAPKKMNH_05167,EEMOKJNN_05182,JPLAHNLF_05300,DHNKKDKB_04557,EONIFOAI_05626,KPCEIPFN_05596,BLLKJOKP_05087,HALBOOGP_04848,POFILHDL_05039,GOKHHJCB_05629,MFFOPBKH_04998,HGPKINJB_04529
group_3505,,hypothetical protein,18,18,1.0,3,43,,,,1002,1002,1002.0,DHHEPMPN_05341,CBBFEIEG_05496,JAGMMPDK_05254,JCGKDLKP_04642,IJJMJDPO_05124,OPLBPFOJ_05129,PAPKKMNH_05184,EEMOKJNN_05199,JPLAHNLF_05317,DHNKKDKB_04540,EONIFOAI_05609,KPCEIPFN_05579,BLLKJOKP_05070,HALBOOGP_04865,POFILHDL_05022,GOKHHJCB_05612,MFFOPBKH_04981,HGPKINJB_04546
group_3504,,hypothetical protein,18,18,1.0,3,42,,,,240,240,240.0,DHHEPMPN_05343,CBBFEIEG_05494,JAGMMPDK_05252,JCGKDLKP_04644,IJJMJDPO_05122,OPLBPFOJ_05131,PAPKKMNH_05186,EEMOKJNN_05201,JPLAHNLF_05319,DHNKKDKB_04538,EONIFOAI_05607,KPCEIPFN_05577,BLLKJOKP_05068,HALBOOGP_04867,POFILHDL_05020,GOKHHJCB_05610,MFFOPBKH_04979,HGPKINJB_04548
