Isolate	subject_id	query_id	perc_identity	align_len	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score	Hit	FullTaxonomy	Pond	mean	sd	se	Inhibition_Flag
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	100	34	0	0	2281	2314	11996	12029	9.01E-07	63.9	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
629A2A	NC_074659.1	NODE_43_length_2483_cov_44.435162||full	81.068	206	36	3	1815	2019	42484	42281	2.71E-37	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_45_length_1817_cov_53.580460||full	100	61	0	0	1081	1141	3949	3889	5.38E-23	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
631B	NC_074659.1	NODE_46_length_2483_cov_42.202411||full	81.068	206	36	3	463	667	42281	42484	2.71E-37	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_48_length_1817_cov_56.082759||full	100	61	0	0	1081	1141	3949	3889	5.38E-23	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	93.617	141	9	0	24020	24160	36994	37134	3.04E-51	211	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	88.684	433	45	4	12352	12782	23925	24355	9.56E-146	525	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	89.815	108	5	4	4842	4943	16370	16477	6.77E-28	134	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	78.893	488	103	0	6557	7044	17504	17991	2.24E-87	331	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	83.946	299	38	10	14519	14812	26318	26611	2.96E-71	278	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	74.643	1120	255	24	19483	20588	31513	32617	1.63E-128	468	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	92.694	917	66	1	22651	23567	35566	36481	0	1321	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	88.296	487	57	0	24163	24649	37331	37817	1.56E-163	584	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	87.454	4113	478	32	7609	11700	18564	22659	0	4702	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	95.775	71	2	1	3125	3194	13374	13444	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	100	34	0	0	2281	2314	11996	12029	9.01E-07	63.9	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
638A1	NC_074659.1	NODE_50_length_28167_cov_16.472695||full	89.247	93	6	3	2736	2825	12985	13076	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
643E	NC_074659.1	NODE_53_length_2483_cov_42.377805||full	81.068	206	36	3	1815	2019	42484	42281	2.71E-37	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
623B	NC_074659.1	NODE_53_length_2483_cov_46.130507||full	81.068	206	36	3	463	667	42281	42484	2.71E-37	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
643E	NC_074659.1	NODE_55_length_1817_cov_52.929885||full	100	61	0	0	1081	1141	3949	3889	5.38E-23	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
623B	NC_074659.1	NODE_55_length_1817_cov_68.530460||full	100	61	0	0	1081	1141	3949	3889	5.38E-23	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
630A	NC_074659.1	NODE_56_length_2483_cov_38.197007||full	81.068	206	36	3	1815	2019	42484	42281	2.71E-37	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_58_length_1817_cov_49.209770||full	100	61	0	0	1081	1141	3949	3889	5.38E-23	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
CP15C	NC_074659.1	NODE_6_length_306350_cov_15.639740||0_partial	89.529	191	20	0	13194	13384	47113	47303	1.12E-60	243	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_6_length_306350_cov_15.639740||0_partial	88.482	191	22	0	13194	13384	14194	14004	2.42E-57	231	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
623B	NC_074659.1	NODE_7_length_288871_cov_26.471952||0_partial	86.131	2466	325	15	2734	5191	47896	50352	0	2643	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_7_length_288871_cov_26.471952||0_partial	86.84	1079	141	1	1632	2709	46229	47307	0	1205	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_7_length_288871_cov_26.471952||0_partial	78.024	496	91	12	2217	2709	14480	14000	8.81E-77	296	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
631B	NC_074659.1	NODE_8_length_288606_cov_23.380814||0_partial	86.131	2466	325	15	2734	5191	47896	50352	0	2643	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_8_length_288606_cov_23.380814||0_partial	86.84	1079	141	1	1632	2709	46229	47307	0	1205	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_8_length_288606_cov_23.380814||0_partial	78.024	496	91	12	2217	2709	14480	14000	8.81E-77	296	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
629A2A	NC_074659.1	NODE_8_length_288740_cov_24.175045||0_partial	78.024	496	91	12	15373	15865	14000	14480	5.24E-77	296	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_8_length_288740_cov_24.175045||0_partial	86.131	2466	325	15	12891	15348	50352	47896	0	2643	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_8_length_288740_cov_24.175045||0_partial	86.84	1079	141	1	15373	16450	47307	46229	0	1205	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
CP19F2	NC_074659.1	NODE_8_length_306315_cov_23.823575||0_partial	88.482	191	22	0	8003	8193	14004	14194	2.44E-57	231	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
CP19F2	NC_074659.1	NODE_8_length_306315_cov_23.823575||0_partial	89.529	191	20	0	8003	8193	47303	47113	1.13E-60	243	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
