qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	kegg_gene_id	pathway_id	pathway_name
amn	sp|P0AE12.1|	P0AE12	RecName: Full=AMP nucleosidase [Escherichia coli K-12]	55.509	481	4.999999999999999e-180	516	NA	NA	NA
amnD	sp|Q9KWS2.1|	Q9KWS2	RecName: Full=2-aminomuconate deaminase [Pseudomonas sp.]	33.6	125	1.21e-8	53.5	NA	NA	NA
ampC	sp|P85302.1|	P85302	RecName: Full=Beta-lactamase; AltName: Full=Cephalosporinase [Pseudomonas fluorescens]	74.719	356	0	551	NA	NA	NA
ampD	sp|P44624.1|	P44624	RecName: Full=1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD; AltName: Full=N-acetylmuramoyl-L-alanine amidase [Haemophilus influenzae Rd KW20]	56.983	179	1.0299999999999999e-69	213	NA	NA	NA
ampR	sp|P24734.3|	P24734	RecName: Full=HTH-type transcriptional activator AmpR [Pseudomonas aeruginosa PAO1]	78.893	289	3.6099999999999995e-166	465	NA	NA	NA
amtB_1	sp|P69680.1|	P69680	RecName: Full=Ammonium transporter AmtB; AltName: Full=Ammonia channel AmtB; AltName: Full=Ammonium channel AmtB; Flags: Precursor [Escherichia coli O157:H7]	50.242	414	7.680000000000001e-105	321	NA	NA	NA
amtB_2	sp|Q58739.1|	Q58739	RecName: Full=Ammonium transporter Amt2 [Methanocaldococcus jannaschii DSM 2661]	37.956	411	2.06e-59	201	NA	NA	NA
anmK	sp|Q3K5W7.1|	Q3K5W7	RecName: Full=Anhydro-N-acetylmuramic acid kinase; AltName: Full=AnhMurNAc kinase [Pseudomonas fluorescens Pf0-1]	84.807	362	0	627	NA	NA	NA
anoR_1	sp|P74946.1|	P74946	RecName: Full=Transcriptional activator protein VanR [Vibrio anguillarum]	30.612	196	3.18e-19	87	NA	NA	NA
anoR_2	sp|A0A0N8YGA2.1|	A0A0N8YGA2	RecName: Full=Transcriptional activator protein AnoR [Acinetobacter nosocomialis]	37.004	227	6.05e-51	168	NA	NA	NA
anr	sp|O85222.1|	O85222	RecName: Full=Transcriptional activator protein Anr; Short=ANR; AltName: Full=Anaerobic regulatory protein [Pseudomonas protegens CHA0]	97.131	244	1.3099999999999997e-148	417	NA	NA	NA
anr_1	sp|Q08530.2|	Q08530	RecName: Full=Transcriptional regulatory protein btr [Bordetella pertussis Tohama I]	39.512	205	1.99e-41	145	NA	NA	NA
ansA	sp|P0A962.1|	P0A962	RecName: Full=L-asparaginase 1; AltName: Full=L-asparaginase I; Short=L-ASNase I; AltName: Full=L-asparagine amidohydrolase I [Escherichia coli K-12]	36.873	339	2.34e-49	171	NA	NA	NA
ansB	sp|O68897.1|	O68897	RecName: Full=Glutaminase-asparaginase; AltName: Full=L-ASNase/L-GLNase; AltName: Full=L-asparagine/L-glutamine amidohydrolase; Flags: Precursor [Pseudomonas fluorescens bv. A]	98.619	362	0	611	NA	NA	NA
antA	sp|O85673.1|	O85673	RecName: Full=Anthranilate 1,2-dioxygenase large subunit [Acinetobacter baylyi ADP1]	76.577	444	0	744	NA	NA	NA
antB	sp|O85674.1|	O85674	RecName: Full=Anthranilate 1,2-dioxygenase small subunit [Acinetobacter baylyi ADP1]	55.828	163	1.05e-65	201	NA	NA	NA
antC	sp|O85675.1|	O85675	RecName: Full=Anthranilate 1,2-dioxygenase electron transfer component; Includes: RecName: Full=Ferredoxin; Includes: RecName: Full=Ferredoxin--NAD(+) reductase [Acinetobacter baylyi ADP1]	61.062	339	6.639999999999999e-153	436	NA	NA	NA
apaG	sp|C3K328.1|	C3K328	RecName: Full=Protein ApaG [Pseudomonas [fluorescens] SBW25]	97.619	126	1.5399999999999998e-88	255	NA	NA	NA
apaH_1	sp|C3K329.1|	C3K329	RecName: Full=Bis(5'-nucleosyl)-tetraphosphatase, symmetrical; AltName: Full=Ap4A hydrolase; AltName: Full=Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase; AltName: Full=Diadenosine tetraphosphatase [Pseudomonas [fluorescens] SBW25]	92.933	283	0	548	NA	NA	NA
apaH_2	sp|Q9K907.1|	Q9K907	RecName: Full=Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]; AltName: Full=Ap4A hydrolase; AltName: Full=Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase; Short=Diadenosine tetraphosphatase [Halalkalibacterium halodurans C-125]	42.667	75	3.42e-12	68.6	NA	NA	NA
apbC	sp|P72190.1|	P72190	RecName: Full=Iron-sulfur cluster carrier protein [Pseudomonas fragi]	92.473	279	0	512	NA	NA	NA
apbE	sp|A5F5Y3.2|	A5F5Y3	RecName: Full=FAD:protein FMN transferase; AltName: Full=Flavin transferase; Flags: Precursor [Vibrio cholerae O395]	37.294	303	1.6299999999999997e-57	191	NA	NA	NA
apc3	sp|Q58374.1|	Q58374	RecName: Full=Uncharacterized protein MJ0964 [Methanocaldococcus jannaschii DSM 2661]	33.382	692	1.2099999999999998e-133	412	NA	NA	NA
apc4	sp|Q58373.1|	Q58373	RecName: Full=Uncharacterized protein MJ0963 [Methanocaldococcus jannaschii DSM 2661]	30.325	554	1.7599999999999997e-55	199	NA	NA	NA
apeB	sp|C3K0D7.1|	C3K0D7	RecName: Full=Probable M18 family aminopeptidase 2 [Pseudomonas [fluorescens] SBW25]	99.068	429	0	853	NA	NA	NA
aphA	sp|Q9I3T5.1|	Q9I3T5	RecName: Full=Acetylpolyamine amidohydrolase 1; Short=APAH 1; AltName: Full=Acetylcadaverine deacetylase; AltName: Full=Acetylpolyamine deacetylase; AltName: Full=Acetylputrescine deacetylase [Pseudomonas aeruginosa PAO1]	70.52	346	4.5599999999999995e-172	484	NA	NA	NA
aplIM	sp|O33481.1|	O33481	RecName: Full=Type II methyltransferase M.PspPI; Short=M.PspPI; AltName: Full=Cytosine-specific methyltransferase PspPI; AltName: Full=Modification methylase PspPI [Psychrobacter sp. TA137]	30.084	359	2.84e-33	132	NA	NA	NA
appA	sp|Q8FW84.1|	Q8FW84	RecName: Full=Putative binding protein BRA0576/BS1330_II0571; Flags: Precursor [Brucella suis 1330]	35.246	610	1.0199999999999999e-116	363	NA	NA	NA
appC	sp|P94364.1|	P94364	RecName: Full=Cytochrome bd ubiquinol oxidase subunit 1; AltName: Full=Cytochrome d ubiquinol oxidase subunit I [Bacillus subtilis subsp. subtilis str. 168]	36.585	410	1.54e-72	239	NA	NA	NA
aprA_1	sp|A0A0C5CJR8.1|	A0A0C5CJR8	RecName: Full=Metallopeptidase AprA; AltName: Full=Heat-resistant peptidase; Flags: Precursor [Pseudomonas marginalis]	95.388	477	0	832	NA	NA	NA
aprA_2	sp|Q1ID47.1|	Q1ID47	RecName: Full=Metalloprotease AprA [Pseudomonas entomophila L48]	47.059	442	3.53e-114	347	NA	NA	NA
apt	sp|C3K148.1|	C3K148	RecName: Full=Adenine phosphoribosyltransferase; Short=APRT [Pseudomonas [fluorescens] SBW25]	98.352	182	1.01e-128	361	NA	NA	NA
apxIB	sp|P26760.2|	P26760	RecName: Full=Toxin RTX-I translocation ATP-binding protein; AltName: Full=APX-IB; AltName: Full=Cytolysin IB; Short=CLY-IB; AltName: Full=HLY-IB; AltName: Full=RTX-I toxin determinant B [Actinobacillus pleuropneumoniae]	60.229	699	0	850	NA	NA	NA
apxIB_2	sp|Q933I3.1|	Q933I3	RecName: Full=Leukotoxin translocation ATP-binding protein LktB [Mannheimia glucosida]	30.457	591	1.6199999999999999e-74	259	NA	NA	NA
araC	sp|Q1JUQ1.1|	Q1JUQ1	RecName: Full=L-arabonate dehydratase; AltName: Full=L-arabinonate dehydratase [Azospirillum brasilense]	78.596	584	0	937	NA	NA	NA
araF_1	sp|P02924.2|	P02924	RecName: Full=L-arabinose-binding periplasmic protein; Short=ABP; Flags: Precursor [Escherichia coli K-12]	59.568	324	8e-131	379	NA	NA	NA
araF_2	sp|P02924.2|	P02924	RecName: Full=L-arabinose-binding periplasmic protein; Short=ABP; Flags: Precursor [Escherichia coli K-12]	59.868	304	3.86e-126	367	NA	NA	NA
araG_1	sp|Q3K8M7.1|	Q3K8M7	RecName: Full=Arabinose import ATP-binding protein AraG [Pseudomonas fluorescens Pf0-1]	85.062	482	0	824	NA	NA	NA
araG_2	sp|Q3K8M7.1|	Q3K8M7	RecName: Full=Arabinose import ATP-binding protein AraG [Pseudomonas fluorescens Pf0-1]	85.49	510	0	877	NA	NA	NA
araG_3	sp|Q1ARR5.1|	Q1ARR5	RecName: Full=Ribose import ATP-binding protein RbsA 3 [Rubrobacter xylanophilus DSM 9941]	46.232	491	9.3e-136	405	NA	NA	NA
araH_1	sp|P0AE26.2|	P0AE26	RecName: Full=L-arabinose transport system permease protein AraH [Escherichia coli K-12]	61.92	323	2.97e-105	313	NA	NA	NA
araH_2	sp|P0AE26.2|	P0AE26	RecName: Full=L-arabinose transport system permease protein AraH [Escherichia coli K-12]	58.696	322	3.98e-97	293	NA	NA	NA
arcA	sp|P13981.2|	P13981	RecName: Full=Arginine deiminase; Short=ADI; AltName: Full=Arginine dihydrolase; Short=AD [Pseudomonas aeruginosa PAO1]	81.34	418	0	720	NA	NA	NA
arcB	sp|P08308.3|	P08308	RecName: Full=Ornithine carbamoyltransferase, catabolic; Short=OTCase [Pseudomonas aeruginosa PAO1]	86.607	336	0	626	NA	NA	NA
arcC1	sp|P13982.1|	P13982	RecName: Full=Carbamate kinase; Short=CKase [Pseudomonas aeruginosa PAO1]	82.201	309	1.6299999999999998e-168	473	NA	NA	NA
arcD_1	sp|P18275.1|	P18275	RecName: Full=Arginine/ornithine antiporter; AltName: Full=Arginine-ornithine exchanger [Pseudomonas aeruginosa PAO1]	75.217	460	0	570	NA	NA	NA
arcD_2	sp|P18275.1|	P18275	RecName: Full=Arginine/ornithine antiporter; AltName: Full=Arginine-ornithine exchanger [Pseudomonas aeruginosa PAO1]	84.792	480	0	632	NA	NA	NA
arfB	sp|P45388.1|	P45388	RecName: Full=Peptidyl-tRNA hydrolase ArfB; Short=PTH; AltName: Full=Alternative ribosome-rescue factor B [Pseudomonas putida]	86.131	137	2.92e-84	245	NA	NA	NA
argA	sp|C3K3V3.1|	C3K3V3	RecName: Full=Amino-acid acetyltransferase; AltName: Full=N-acetylglutamate synthase; Short=AGS; Short=NAGS [Pseudomonas [fluorescens] SBW25]	97.921	433	0	800	NA	NA	NA
argB	sp|C3K475.1|	C3K475	RecName: Full=Acetylglutamate kinase; AltName: Full=N-acetyl-L-glutamate 5-phosphotransferase; AltName: Full=NAG kinase; Short=NAGK [Pseudomonas [fluorescens] SBW25]	99.336	301	0	553	NA	NA	NA
argC	sp|C3K2Z7.1|	C3K2Z7	RecName: Full=N-acetyl-gamma-glutamyl-phosphate reductase; Short=AGPR; AltName: Full=N-acetyl-glutamate semialdehyde dehydrogenase; Short=NAGSA dehydrogenase [Pseudomonas [fluorescens] SBW25]	98.48	329	0	601	NA	NA	NA
argD_1	sp|Q7VSH3.1|	Q7VSH3	RecName: Full=Acetylornithine aminotransferase 2; Short=ACOAT 2 [Bordetella pertussis Tohama I]	48.813	379	6.0099999999999994e-96	296	NA	NA	NA
argD_2	sp|Q882K8.1|	Q882K8	RecName: Full=Acetylornithine aminotransferase 2; Short=ACOAT 2 [Pseudomonas syringae pv. tomato str. DC3000]	76.35	389	0	582	NA	NA	NA
argD_2~~~bioA_2	sp|O94562.1|	O94562	RecName: Full=Uncharacterized aminotransferase C1771.03c [Schizosaccharomyces pombe 972h-]	36.927	436	1.7000000000000001e-100	310	NA	NA	NA
argD_3	sp|Q7SY54.1|	Q7SY54	RecName: Full=Ethanolamine-phosphate phospho-lyase; AltName: Full=Alanine--glyoxylate aminotransferase 2-like 1 [Danio rerio]	42.512	414	2.93e-100	326	NA	NA	NA
argE_1	sp|Q9K4Z2.1|	Q9K4Z2	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Moritella abyssi]	48.947	380	8.93e-126	370	NA	NA	NA
argE_2	sp|O68873.1|	O68873	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Myxococcus xanthus]	37.533	381	7.82e-64	211	NA	NA	NA
argF	sp|Q87XL4.3|	Q87XL4	RecName: Full=Ornithine carbamoyltransferase; Short=OTCase [Pseudomonas syringae pv. tomato str. DC3000]	87.255	306	0	557	NA	NA	NA
argG	sp|C3KBZ2.1|	C3KBZ2	RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase [Pseudomonas [fluorescens] SBW25]	99.259	405	0	830	NA	NA	NA
argH_1	sp|C3K426.1|	C3K426	RecName: Full=Argininosuccinate lyase; Short=ASAL; AltName: Full=Arginosuccinase [Pseudomonas [fluorescens] SBW25]	98.707	464	0	941	NA	NA	NA
argH_2	sp|Q3KCB2.1|	Q3KCB2	RecName: Full=Argininosuccinate lyase 1; Short=ASAL 1; AltName: Full=Arginosuccinase 1 [Pseudomonas fluorescens Pf0-1]	88	475	0	767	NA	NA	NA
argJ	sp|Q4K7C2.1|	Q4K7C2	RecName: Full=Arginine biosynthesis bifunctional protein ArgJ; Includes: RecName: Full=Glutamate N-acetyltransferase; AltName: Full=Ornithine acetyltransferase; Short=OATase; AltName: Full=Ornithine transacetylase; Includes: RecName: Full=Amino-acid acetyltransferase; AltName: Full=N-acetylglutamate synthase; Short=AGSase; Contains: RecName: Full=Arginine biosynthesis bifunctional protein ArgJ alpha chain; Contains: RecName: Full=Arginine biosynthesis bifunctional protein ArgJ beta chain [Pseudomonas protegens Pf-5]	93.58	405	0	781	NA	NA	NA
argO_1	sp|A8GIT2.1|	A8GIT2	RecName: Full=Arginine exporter protein ArgO [Serratia proteamaculans 568]	47.179	195	5.32e-36	128	NA	NA	NA
argO_1~~~argO_2	sp|P64904.1|	P64904	RecName: Full=Lysine exporter LysE [Mycobacterium tuberculosis variant bovis AF2122/97]	37.879	198	1.53e-30	114	NA	NA	NA
argP_1	sp|P67668.1|	P67668	RecName: Full=Uncharacterized HTH-type transcriptional regulator Mb2303c [Mycobacterium tuberculosis variant bovis AF2122/97]	31.25	192	4.24e-13	72	NA	NA	NA
argP_2	sp|Q3K7N4.1|	Q3K7N4	RecName: Full=HTH-type transcriptional regulator ArgP [Pseudomonas fluorescens Pf0-1]	89.831	295	0	538	NA	NA	NA
argP_3	sp|B5XUC3.1|	B5XUC3	RecName: Full=HTH-type transcriptional regulator ArgP [Klebsiella variicola 342]	39.175	291	6.0200000000000005e-65	209	NA	NA	NA
argP_3~~~oxyR_2	sp|P52696.3|	P52696	RecName: Full=Uncharacterized HTH-type transcriptional regulator YbhD [Escherichia coli K-12]	39.831	236	1.3e-60	200	NA	NA	NA
argP_4	sp|P52685.1|	P52685	RecName: Full=Mau operon transcriptional activator [Paracoccus denitrificans]	30.075	266	1.21e-12	70.1	NA	NA	NA
argS	sp|C3KAH3.1|	C3KAH3	RecName: Full=Arginine--tRNA ligase; AltName: Full=Arginyl-tRNA synthetase; Short=ArgRS [Pseudomonas [fluorescens] SBW25]	93.982	565	0	1058	NA	NA	NA
argT_1	sp|G3XD47.1|	G3XD47	RecName: Full=L-arginine-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	69.167	240	2.9599999999999994e-112	326	NA	NA	NA
argT_2	sp|G3XD47.1|	G3XD47	RecName: Full=L-arginine-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	60.851	235	2.01e-102	301	NA	NA	NA
argT_3	sp|P02911.2|	P02911	RecName: Full=Lysine/arginine/ornithine-binding periplasmic protein; Short=LAO-binding protein; Flags: Precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	47.951	244	4.3899999999999997e-69	216	NA	NA	NA
arnA	sp|C3KAD2.1|	C3KAD2	RecName: Full=Bifunctional polymyxin resistance protein ArnA; Includes: RecName: Full=UDP-4-amino-4-deoxy-L-arabinose formyltransferase; AltName: Full=ArnAFT; AltName: Full=UDP-L-Ara4N formyltransferase; Includes: RecName: Full=UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating; AltName: Full=ArnADH; AltName: Full=UDP-GlcUA decarboxylase; AltName: Full=UDP-glucuronic acid dehydrogenase [Pseudomonas [fluorescens] SBW25]	96.078	663	0	1331	NA	NA	NA
arnB_1	sp|Q4KC84.2|	Q4KC84	RecName: Full=UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase; AltName: Full=UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase; Short=UDP-Ara4O aminotransferase; AltName: Full=UDP-4-amino-4-deoxy-L-arabinose aminotransferase [Pseudomonas protegens Pf-5]	42.513	374	1.71e-85	267	NA	NA	NA
arnB_2	sp|Q07608.1|	Q07608	RecName: Full=Protein MosB [Sinorhizobium meliloti]	38.182	165	4.45e-17	86.7	NA	NA	NA
arnC	sp|C3KAD3.1|	C3KAD3	RecName: Full=Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase; AltName: Full=Undecaprenyl-phosphate Ara4FN transferase; Short=Ara4FN transferase [Pseudomonas [fluorescens] SBW25]	96.491	342	0	582	NA	NA	NA
arnD	sp|Q4KC81.1|	Q4KC81	RecName: Full=Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD [Pseudomonas protegens Pf-5]	85.714	294	0	523	NA	NA	NA
arnE_2	sp|Q3KCB8.1|	Q3KCB8	RecName: Full=Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE; Short=L-Ara4N-phosphoundecaprenol flippase subunit ArnE; AltName: Full=Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE [Pseudomonas fluorescens Pf0-1]	30.864	81	8.74e-8	50.1	NA	NA	NA
arnE_3	sp|C3KAC9.1|	C3KAC9	RecName: Full=Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE; Short=L-Ara4N-phosphoundecaprenol flippase subunit ArnE; AltName: Full=Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE [Pseudomonas [fluorescens] SBW25]	93	100	2.2200000000000002e-29	105	NA	NA	NA
arnF	sp|Q4KC78.1|	Q4KC78	RecName: Full=Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF; Short=L-Ara4N-phosphoundecaprenol flippase subunit ArnF; AltName: Full=Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF [Pseudomonas protegens Pf-5]	76.642	137	8.150000000000001e-33	115	NA	NA	NA
arnT_2	sp|Q4K884.1|	Q4K884	RecName: Full=Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 2; AltName: Full=4-amino-4-deoxy-L-arabinose lipid A transferase 2; AltName: Full=Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase; AltName: Full=Undecaprenyl phosphate-alpha-L-Ara4N transferase 2 [Pseudomonas protegens Pf-5]	36.082	97	9.66e-8	58.2	NA	NA	NA
arnT_3	sp|Q4K884.1|	Q4K884	RecName: Full=Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 2; AltName: Full=4-amino-4-deoxy-L-arabinose lipid A transferase 2; AltName: Full=Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase; AltName: Full=Undecaprenyl phosphate-alpha-L-Ara4N transferase 2 [Pseudomonas protegens Pf-5]	71.238	525	0	729	NA	NA	NA
arnT_4	sp|Q4KC80.1|	Q4KC80	RecName: Full=Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 1; AltName: Full=4-amino-4-deoxy-L-arabinose lipid A transferase 1; AltName: Full=Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase; AltName: Full=Undecaprenyl phosphate-alpha-L-Ara4N transferase 1 [Pseudomonas protegens Pf-5]	73.406	549	0	682	NA	NA	NA
aroA_1	sp|Q608S5.2|	Q608S5	RecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS [Methylococcus capsulatus str. Bath]	68.372	430	0	565	NA	NA	NA
aroA_2	sp|Q4ZY26.1|	Q4ZY26	RecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS [Pseudomonas syringae pv. syringae B728a]	69.249	413	0	568	NA	NA	NA
aroB_2	sp|Q2NQJ2.1|	Q2NQJ2	RecName: Full=3-dehydroquinate synthase; Short=DHQS [Sodalis glossinidius str. 'morsitans']	38.8	250	2.43e-38	148	NA	NA	NA
aroC	sp|C3K084.1|	C3K084	RecName: Full=Chorismate synthase; Short=CS; AltName: Full=5-enolpyruvylshikimate-3-phosphate phospholyase [Pseudomonas [fluorescens] SBW25]	97.796	363	0	735	NA	NA	NA
aroE_1	sp|Q82M83.1|	Q82M83	RecName: Full=Shikimate dehydrogenase (NADP(+)); Short=SDH [Streptomyces avermitilis MA-4680 = NBRC 14893]	55.596	277	3.61e-84	257	NA	NA	NA
aroE_2	sp|A4XNB9.1|	A4XNB9	RecName: Full=Shikimate dehydrogenase (NADP(+)); Short=SDH [Ectopseudomonas mendocina ymp]	74.265	272	5.87e-134	382	NA	NA	NA
aroF_1	sp|P0A1B5.1|	P0A1B5	RecName: Full=Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive; AltName: Full=3-deoxy-D-arabino-heptulosonate 7-phosphate synthase; AltName: Full=DAHP synthase; AltName: Full=Phospho-2-keto-3-deoxyheptonate aldolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	59.429	350	5.999999999999999e-153	437	NA	NA	NA
aroF_2	sp|P00888.1|	P00888	RecName: Full=Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive; AltName: Full=3-deoxy-D-arabino-heptulosonate 7-phosphate synthase; AltName: Full=DAHP synthase; AltName: Full=Phospho-2-keto-3-deoxyheptonate aldolase [Escherichia coli K-12]	53.293	334	6.83e-115	340	NA	NA	NA
aroH	sp|P29976.2|	P29976	RecName: Full=Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic; AltName: Full=3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1; AltName: Full=DAHP synthase 1; AltName: Full=Phospho-2-keto-3-deoxyheptonate aldolase 1; Flags: Precursor [Arabidopsis thaliana]	60.407	442	0	588	NA	NA	NA
aroK	sp|Q4KJI9.1|	Q4KJI9	RecName: Full=Shikimate kinase; Short=SK [Pseudomonas protegens Pf-5]	96.319	163	2.79e-102	293	NA	NA	NA
aroP_1	sp|Q8FL49.1|	Q8FL49	RecName: Full=Aromatic amino acid transport protein AroP; AltName: Full=Aromatic amino acid:H(+) symporter AroP; AltName: Full=General aromatic amino acid permease [Escherichia coli CFT073]	69.71	449	0	595	NA	NA	NA
aroP_2	sp|P15993.3|	P15993	RecName: Full=Aromatic amino acid transport protein AroP; AltName: Full=Aromatic amino acid:H(+) symporter AroP; AltName: Full=General aromatic amino acid permease; AltName: Full=General aromatic transport system [Escherichia coli K-12]	67.991	453	0	583	NA	NA	NA
aroQ1	sp|Q48DI3.1|	Q48DI3	RecName: Full=3-dehydroquinate dehydratase; Short=3-dehydroquinase; AltName: Full=Type II DHQase [Pseudomonas savastanoi pv. phaseolicola 1448A]	87.97	133	1.7e-82	242	NA	NA	NA
aroQ_1	sp|Q1GJU6.1|	Q1GJU6	RecName: Full=3-dehydroquinate dehydratase; Short=3-dehydroquinase; AltName: Full=Type II DHQase [Ruegeria sp. TM1040]	57.6	125	2.9699999999999997e-43	142	NA	NA	NA
aroQ_2	sp|Q88K84.1|	Q88K84	RecName: Full=3-dehydroquinate dehydratase 2; Short=3-dehydroquinase 2; AltName: Full=Type II DHQase 2 [Pseudomonas putida KT2440]	75	128	3.33e-65	198	NA	NA	NA
arsB	sp|P52146.1|	P52146	RecName: Full=Arsenical pump membrane protein [Escherichia coli]	72.167	406	0	526	NA	NA	NA
arsC	sp|Q9K8K8.1|	Q9K8K8	RecName: Full=Arsenate reductase [Halalkalibacterium halodurans C-125]	32.061	131	1.38e-15	72	NA	NA	NA
arsH	sp|B7J950.1|	B7J950	RecName: Full=NADPH-dependent FMN reductase ArsH; AltName: Full=Arsenical resistance operon protein ArsH [Acidithiobacillus ferrooxidans ATCC 23270]	74.641	209	5.05e-108	313	NA	NA	NA
arsH_2	sp|B7J950.1|	B7J950	RecName: Full=NADPH-dependent FMN reductase ArsH; AltName: Full=Arsenical resistance operon protein ArsH [Acidithiobacillus ferrooxidans ATCC 23270]	67.117	222	2.66e-109	317	NA	NA	NA
artJ_1	sp|P27676.1|	P27676	RecName: Full=Glutamine-binding protein; Short=GlnBP; Flags: Precursor [Geobacillus stearothermophilus]	32.804	189	2.26e-21	93.2	NA	NA	NA
artJ_2	sp|P30860.2|	P30860	RecName: Full=ABC transporter arginine-binding protein 1; Flags: Precursor [Escherichia coli K-12]	43.805	226	6.579999999999999e-54	177	NA	NA	NA
artQ	sp|P0AE34.1|	P0AE34	RecName: Full=Arginine ABC transporter permease protein ArtQ [Escherichia coli K-12]	44.162	197	1.43e-50	167	NA	NA	NA
aruC	sp|Q885K0.1|	Q885K0	RecName: Full=Acetylornithine aminotransferase 1; Short=ACOAT 1 [Pseudomonas syringae pv. tomato str. DC3000]	85.396	404	0	724	NA	NA	NA
aruG	sp|P80358.2|	P80358	RecName: Full=Arginine N-succinyltransferase subunit beta; AltName: Full=AOST; Short=AST; AltName: Full=ARUAII [Pseudomonas aeruginosa PAO1]	84.32	338	0	586	NA	NA	NA
aruI_1	sp|Q9HUI8.1|	Q9HUI8	RecName: Full=Probable 2-ketoarginine decarboxylase AruI; AltName: Full=2-oxo-5-guanidinopentanoate decarboxylase; AltName: Full=5-guanidino-2-oxopentanoate decarboxylase [Pseudomonas aeruginosa PAO1]	47.858	537	2.0499999999999996e-110	343	NA	NA	NA
