qseqid	sseqid	stitle	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	uniprot_acc	uniprot_full
alkT	sp|Q9HTK9.1|	RecName: Full=Rubredoxin-NAD(+) reductase; Short=RdxR [Pseudomonas aeruginosa PAO1]	79.265	381	79	0	4	1146	4	384	0	568	Q9HTK9	Q9HTK9.1
allA	sp|C3K0A8.1|	RecName: Full=Ureidoglycolate lyase; AltName: Full=Ureidoglycolatase [Pseudomonas [fluorescens] SBW25]	97.605	167	4	0	1	501	1	167	7.71e-120	338	C3K0A8	C3K0A8.1
alr	sp|Q4K3T9.1|	RecName: Full=Alanine racemase [Pseudomonas protegens Pf-5]	87.288	354	45	0	1	1062	1	354	0	642	Q4K3T9	Q4K3T9.1
alsT	sp|O31464.2|	RecName: Full=Probable sodium/glutamine symporter GlnT [Bacillus subtilis subsp. subtilis str. 168]	44.325	467	252	7	10	1404	11	471	1.8499999999999995e-107	330	O31464	O31464.2
amgK	sp|Q88QT3.1|	RecName: Full=N-acetylmuramate/N-acetylglucosamine kinase; Short=MurNAc/GlcNAc kinase; AltName: Full=Anomeric sugar kinase [Pseudomonas putida KT2440]	74.336	339	87	0	1	1017	1	339	2.28e-170	480	Q88QT3	Q88QT3.1
amiC_1	sp|P63883.1|	RecName: Full=N-acetylmuramoyl-L-alanine amidase AmiC; Flags: Precursor [Escherichia coli K-12]	41.039	385	209	4	67	1194	32	407	2.3e-74	243	P63883	P63883.1
amiC_2	sp|O85057.1|	RecName: Full=Limonene hydroxylase; AltName: Full=(S)-limonene 6-monooxygenase; AltName: Full=(S)-limonene 7-monooxygenase; AltName: Full=Carveol dehydrogenase; AltName: Full=Perillyl-alcohol dehydrogenase [Geobacillus stearothermophilus]	37.692	130	72	4	817	1206	3	123	3.67e-17	87	O85057	O85057.1
amiC_3	sp|P27017.5|	RecName: Full=Aliphatic amidase expression-regulating protein [Pseudomonas aeruginosa PAO1]	31.389	360	240	6	124	1191	10	366	3.13e-50	176	P27017	P27017.5
amiC_4	sp|P63883.1|	RecName: Full=N-acetylmuramoyl-L-alanine amidase AmiC; Flags: Precursor [Escherichia coli K-12]	38.802	384	205	5	103	1185	31	407	2.37e-76	246	P63883	P63883.1
amiD_1	sp|P75820.1|	RecName: Full=N-acetylmuramoyl-L-alanine amidase AmiD; Flags: Precursor [Escherichia coli K-12]	41.25	240	123	8	61	756	44	273	3.6399999999999996e-45	155	P75820	P75820.1
amiD_2	sp|P75820.1|	RecName: Full=N-acetylmuramoyl-L-alanine amidase AmiD; Flags: Precursor [Escherichia coli K-12]	44.314	255	127	4	43	765	16	269	1.5299999999999998e-61	197	P75820	P75820.1
amiE	sp|C3K9E6.1|	RecName: Full=Aliphatic amidase; AltName: Full=Acylamide amidohydrolase [Pseudomonas [fluorescens] SBW25]	97.406	347	9	0	1	1041	1	347	0	681	C3K9E6	C3K9E6.1
amn	sp|P0AE12.1|	RecName: Full=AMP nucleosidase [Escherichia coli K-12]	55.509	481	206	5	28	1461	9	484	4.999999999999999e-180	516	P0AE12	P0AE12.1
amnD	sp|Q9KWS2.1|	RecName: Full=2-aminomuconate deaminase [Pseudomonas sp.]	33.6	125	64	4	28	390	19	128	1.21e-8	53.5	Q9KWS2	Q9KWS2.1
ampC	sp|P85302.1|	RecName: Full=Beta-lactamase; AltName: Full=Cephalosporinase [Pseudomonas fluorescens]	74.719	356	90	0	73	1140	3	358	0	551	P85302	P85302.1
ampD	sp|P44624.1|	RecName: Full=1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD; AltName: Full=N-acetylmuramoyl-L-alanine amidase [Haemophilus influenzae Rd KW20]	56.983	179	76	1	10	543	6	184	1.0299999999999999e-69	213	P44624	P44624.1
ampR	sp|P24734.3|	RecName: Full=HTH-type transcriptional activator AmpR [Pseudomonas aeruginosa PAO1]	78.893	289	61	0	1	867	1	289	3.6099999999999995e-166	465	P24734	P24734.3
amtB_1	sp|P69680.1|	RecName: Full=Ammonium transporter AmtB; AltName: Full=Ammonia channel AmtB; AltName: Full=Ammonium channel AmtB; Flags: Precursor [Escherichia coli O157:H7]	50.242	414	191	4	97	1335	28	427	7.680000000000001e-105	321	P69680	P69680.1
amtB_2	sp|Q58739.1|	RecName: Full=Ammonium transporter Amt2 [Methanocaldococcus jannaschii DSM 2661]	37.956	411	235	6	1	1206	18	417	2.06e-59	201	Q58739	Q58739.1
anmK	sp|Q3K5W7.1|	RecName: Full=Anhydro-N-acetylmuramic acid kinase; AltName: Full=AnhMurNAc kinase [Pseudomonas fluorescens Pf0-1]	84.807	362	55	0	1	1086	1	362	0	627	Q3K5W7	Q3K5W7.1
anoR_1	sp|P74946.1|	RecName: Full=Transcriptional activator protein VanR [Vibrio anguillarum]	30.612	196	126	2	151	738	45	230	3.18e-19	87	P74946	P74946.1
anoR_2	sp|A0A0N8YGA2.1|	RecName: Full=Transcriptional activator protein AnoR [Acinetobacter nosocomialis]	37.004	227	138	2	34	708	15	238	6.05e-51	168	A0A0N8YGA2	A0A0N8YGA2.1
anr	sp|O85222.1|	RecName: Full=Transcriptional activator protein Anr; Short=ANR; AltName: Full=Anaerobic regulatory protein [Pseudomonas protegens CHA0]	97.131	244	7	0	1	732	1	244	1.3099999999999997e-148	417	O85222	O85222.1
anr_1	sp|Q08530.2|	RecName: Full=Transcriptional regulatory protein btr [Bordetella pertussis Tohama I]	39.512	205	124	0	127	741	32	236	1.99e-41	145	Q08530	Q08530.2
ansA	sp|P0A962.1|	RecName: Full=L-asparaginase 1; AltName: Full=L-asparaginase I; Short=L-ASNase I; AltName: Full=L-asparagine amidohydrolase I [Escherichia coli K-12]	36.873	339	193	7	7	975	2	335	2.34e-49	171	P0A962	P0A962.1
ansB	sp|O68897.1|	RecName: Full=Glutaminase-asparaginase; AltName: Full=L-ASNase/L-GLNase; AltName: Full=L-asparagine/L-glutamine amidohydrolase; Flags: Precursor [Pseudomonas fluorescens bv. A]	98.619	362	5	0	1	1086	1	362	0	611	O68897	O68897.1
antA	sp|O85673.1|	RecName: Full=Anthranilate 1,2-dioxygenase large subunit [Acinetobacter baylyi ADP1]	76.577	444	103	1	10	1341	3	445	0	744	O85673	O85673.1
antB	sp|O85674.1|	RecName: Full=Anthranilate 1,2-dioxygenase small subunit [Acinetobacter baylyi ADP1]	55.828	163	72	0	4	492	1	163	1.05e-65	201	O85674	O85674.1
antC	sp|O85675.1|	RecName: Full=Anthranilate 1,2-dioxygenase electron transfer component; Includes: RecName: Full=Ferredoxin; Includes: RecName: Full=Ferredoxin--NAD(+) reductase [Acinetobacter baylyi ADP1]	61.062	339	127	2	1	1002	1	339	6.639999999999999e-153	436	O85675	O85675.1
apaG	sp|C3K328.1|	RecName: Full=Protein ApaG [Pseudomonas [fluorescens] SBW25]	97.619	126	3	0	1	378	1	126	1.5399999999999998e-88	255	C3K328	C3K328.1
apaH_1	sp|C3K329.1|	RecName: Full=Bis(5'-nucleosyl)-tetraphosphatase, symmetrical; AltName: Full=Ap4A hydrolase; AltName: Full=Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase; AltName: Full=Diadenosine tetraphosphatase [Pseudomonas [fluorescens] SBW25]	92.933	283	19	1	1	846	1	283	0	548	C3K329	C3K329.1
apaH_2	sp|Q9K907.1|	RecName: Full=Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]; AltName: Full=Ap4A hydrolase; AltName: Full=Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase; Short=Diadenosine tetraphosphatase [Halalkalibacterium halodurans C-125]	42.667	75	42	1	19	240	2	76	3.42e-12	68.6	Q9K907	Q9K907.1
apbC	sp|P72190.1|	RecName: Full=Iron-sulfur cluster carrier protein [Pseudomonas fragi]	92.473	279	21	0	181	1017	1	279	0	512	P72190	P72190.1
apbE	sp|A5F5Y3.2|	RecName: Full=FAD:protein FMN transferase; AltName: Full=Flavin transferase; Flags: Precursor [Vibrio cholerae O395]	37.294	303	186	3	22	924	22	322	1.6299999999999997e-57	191	A5F5Y3	A5F5Y3.2
apc3	sp|Q58374.1|	RecName: Full=Uncharacterized protein MJ0964 [Methanocaldococcus jannaschii DSM 2661]	33.382	692	432	10	25	2070	6	678	1.2099999999999998e-133	412	Q58374	Q58374.1
apc4	sp|Q58373.1|	RecName: Full=Uncharacterized protein MJ0963 [Methanocaldococcus jannaschii DSM 2661]	30.325	554	370	9	10	1656	1	543	1.7599999999999997e-55	199	Q58373	Q58373.1
apeB	sp|C3K0D7.1|	RecName: Full=Probable M18 family aminopeptidase 2 [Pseudomonas [fluorescens] SBW25]	99.068	429	4	0	1	1287	1	429	0	853	C3K0D7	C3K0D7.1
aphA	sp|Q9I3T5.1|	RecName: Full=Acetylpolyamine amidohydrolase 1; Short=APAH 1; AltName: Full=Acetylcadaverine deacetylase; AltName: Full=Acetylpolyamine deacetylase; AltName: Full=Acetylputrescine deacetylase [Pseudomonas aeruginosa PAO1]	70.52	346	100	1	1	1032	1	346	4.5599999999999995e-172	484	Q9I3T5	Q9I3T5.1
aplIM	sp|O33481.1|	RecName: Full=Type II methyltransferase M.PspPI; Short=M.PspPI; AltName: Full=Cytosine-specific methyltransferase PspPI; AltName: Full=Modification methylase PspPI [Psychrobacter sp. TA137]	30.084	359	195	11	145	1215	105	409	2.84e-33	132	O33481	O33481.1
appA	sp|Q8FW84.1|	RecName: Full=Putative binding protein BRA0576/BS1330_II0571; Flags: Precursor [Brucella suis 1330]	35.246	610	381	6	1	1800	9	614	1.0199999999999999e-116	363	Q8FW84	Q8FW84.1
appC	sp|P94364.1|	RecName: Full=Cytochrome bd ubiquinol oxidase subunit 1; AltName: Full=Cytochrome d ubiquinol oxidase subunit I [Bacillus subtilis subsp. subtilis str. 168]	36.585	410	242	6	16	1209	2	405	1.54e-72	239	P94364	P94364.1
aprA_1	sp|A0A0C5CJR8.1|	RecName: Full=Metallopeptidase AprA; AltName: Full=Heat-resistant peptidase; Flags: Precursor [Pseudomonas marginalis]	95.388	477	22	0	1	1431	1	477	0	832	A0A0C5CJR8	A0A0C5CJR8.1
aprA_2	sp|Q1ID47.1|	RecName: Full=Metalloprotease AprA [Pseudomonas entomophila L48]	47.059	442	206	8	91	1347	47	483	3.53e-114	347	Q1ID47	Q1ID47.1
apt	sp|C3K148.1|	RecName: Full=Adenine phosphoribosyltransferase; Short=APRT [Pseudomonas [fluorescens] SBW25]	98.352	182	3	0	1	546	1	182	1.01e-128	361	C3K148	C3K148.1
apxIB	sp|P26760.2|	RecName: Full=Toxin RTX-I translocation ATP-binding protein; AltName: Full=APX-IB; AltName: Full=Cytolysin IB; Short=CLY-IB; AltName: Full=HLY-IB; AltName: Full=RTX-I toxin determinant B [Actinobacillus pleuropneumoniae]	60.229	699	275	2	52	2142	8	705	0	850	P26760	P26760.2
apxIB_2	sp|Q933I3.1|	RecName: Full=Leukotoxin translocation ATP-binding protein LktB [Mannheimia glucosida]	30.457	591	394	7	331	2097	91	666	1.6199999999999999e-74	259	Q933I3	Q933I3.1
araC	sp|Q1JUQ1.1|	RecName: Full=L-arabonate dehydratase; AltName: Full=L-arabinonate dehydratase [Azospirillum brasilense]	78.596	584	118	2	1	1734	1	583	0	937	Q1JUQ1	Q1JUQ1.1
araF_1	sp|P02924.2|	RecName: Full=L-arabinose-binding periplasmic protein; Short=ABP; Flags: Precursor [Escherichia coli K-12]	59.568	324	129	2	4	972	4	326	8e-131	379	P02924	P02924.2
araF_2	sp|P02924.2|	RecName: Full=L-arabinose-binding periplasmic protein; Short=ABP; Flags: Precursor [Escherichia coli K-12]	59.868	304	120	2	88	996	24	326	3.86e-126	367	P02924	P02924.2
araG_1	sp|Q3K8M7.1|	RecName: Full=Arabinose import ATP-binding protein AraG [Pseudomonas fluorescens Pf0-1]	85.062	482	72	0	13	1458	15	496	0	824	Q3K8M7	Q3K8M7.1
araG_2	sp|Q3K8M7.1|	RecName: Full=Arabinose import ATP-binding protein AraG [Pseudomonas fluorescens Pf0-1]	85.49	510	72	1	1	1524	1	510	0	877	Q3K8M7	Q3K8M7.1
araG_3	sp|Q1ARR5.1|	RecName: Full=Ribose import ATP-binding protein RbsA 3 [Rubrobacter xylanophilus DSM 9941]	46.232	491	256	5	25	1491	4	488	9.3e-136	405	Q1ARR5	Q1ARR5.1
araH_1	sp|P0AE26.2|	RecName: Full=L-arabinose transport system permease protein AraH [Escherichia coli K-12]	61.92	323	121	1	1	963	1	323	2.97e-105	313	P0AE26	P0AE26.2
araH_2	sp|P0AE26.2|	RecName: Full=L-arabinose transport system permease protein AraH [Escherichia coli K-12]	58.696	322	131	1	1	966	4	323	3.98e-97	293	P0AE26	P0AE26.2
arcA	sp|P13981.2|	RecName: Full=Arginine deiminase; Short=ADI; AltName: Full=Arginine dihydrolase; Short=AD [Pseudomonas aeruginosa PAO1]	81.34	418	78	0	1	1254	1	418	0	720	P13981	P13981.2
arcB	sp|P08308.3|	RecName: Full=Ornithine carbamoyltransferase, catabolic; Short=OTCase [Pseudomonas aeruginosa PAO1]	86.607	336	45	0	1	1008	1	336	0	626	P08308	P08308.3
arcC1	sp|P13982.1|	RecName: Full=Carbamate kinase; Short=CKase [Pseudomonas aeruginosa PAO1]	82.201	309	54	1	1	924	1	309	1.6299999999999998e-168	473	P13982	P13982.1
arcD_1	sp|P18275.1|	RecName: Full=Arginine/ornithine antiporter; AltName: Full=Arginine-ornithine exchanger [Pseudomonas aeruginosa PAO1]	75.217	460	108	1	4	1365	3	462	0	570	P18275	P18275.1
arcD_2	sp|P18275.1|	RecName: Full=Arginine/ornithine antiporter; AltName: Full=Arginine-ornithine exchanger [Pseudomonas aeruginosa PAO1]	84.792	480	67	1	4	1425	3	482	0	632	P18275	P18275.1
arfB	sp|P45388.1|	RecName: Full=Peptidyl-tRNA hydrolase ArfB; Short=PTH; AltName: Full=Alternative ribosome-rescue factor B [Pseudomonas putida]	86.131	137	19	0	1	411	1	137	2.92e-84	245	P45388	P45388.1
argA	sp|C3K3V3.1|	RecName: Full=Amino-acid acetyltransferase; AltName: Full=N-acetylglutamate synthase; Short=AGS; Short=NAGS [Pseudomonas [fluorescens] SBW25]	97.921	433	8	1	1	1296	1	433	0	800	C3K3V3	C3K3V3.1
argB	sp|C3K475.1|	RecName: Full=Acetylglutamate kinase; AltName: Full=N-acetyl-L-glutamate 5-phosphotransferase; AltName: Full=NAG kinase; Short=NAGK [Pseudomonas [fluorescens] SBW25]	99.336	301	2	0	1	903	1	301	0	553	C3K475	C3K475.1
argC	sp|C3K2Z7.1|	RecName: Full=N-acetyl-gamma-glutamyl-phosphate reductase; Short=AGPR; AltName: Full=N-acetyl-glutamate semialdehyde dehydrogenase; Short=NAGSA dehydrogenase [Pseudomonas [fluorescens] SBW25]	98.48	329	5	0	46	1032	16	344	0	601	C3K2Z7	C3K2Z7.1
argD_1	sp|Q7VSH3.1|	RecName: Full=Acetylornithine aminotransferase 2; Short=ACOAT 2 [Bordetella pertussis Tohama I]	48.813	379	190	2	61	1185	5	383	6.0099999999999994e-96	296	Q7VSH3	Q7VSH3.1
argD_2	sp|Q882K8.1|	RecName: Full=Acetylornithine aminotransferase 2; Short=ACOAT 2 [Pseudomonas syringae pv. tomato str. DC3000]	76.35	389	92	0	1	1167	1	389	0	582	Q882K8	Q882K8.1
argD_2~~~bioA_2	sp|O94562.1|	RecName: Full=Uncharacterized aminotransferase C1771.03c [Schizosaccharomyces pombe 972h-]	36.927	436	273	2	10	1311	19	454	1.7000000000000001e-100	310	O94562	O94562.1
argD_3	sp|Q7SY54.1|	RecName: Full=Ethanolamine-phosphate phospho-lyase; AltName: Full=Alanine--glyoxylate aminotransferase 2-like 1 [Danio rerio]	42.512	414	222	6	1690	2901	30	437	2.93e-100	326	Q7SY54	Q7SY54.1
argE_1	sp|Q9K4Z2.1|	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Moritella abyssi]	48.947	380	192	1	1	1134	1	380	8.93e-126	370	Q9K4Z2	Q9K4Z2.1
argE_2	sp|O68873.1|	RecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO [Myxococcus xanthus]	37.533	381	215	10	13	1134	9	373	7.82e-64	211	O68873	O68873.1
argF	sp|Q87XL4.3|	RecName: Full=Ornithine carbamoyltransferase; Short=OTCase [Pseudomonas syringae pv. tomato str. DC3000]	87.255	306	39	0	4	921	1	306	0	557	Q87XL4	Q87XL4.3
argG	sp|C3KBZ2.1|	RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase [Pseudomonas [fluorescens] SBW25]	99.259	405	3	0	1	1215	1	405	0	830	C3KBZ2	C3KBZ2.1
argH_1	sp|C3K426.1|	RecName: Full=Argininosuccinate lyase; Short=ASAL; AltName: Full=Arginosuccinase [Pseudomonas [fluorescens] SBW25]	98.707	464	6	0	1	1392	1	464	0	941	C3K426	C3K426.1
argH_2	sp|Q3KCB2.1|	RecName: Full=Argininosuccinate lyase 1; Short=ASAL 1; AltName: Full=Arginosuccinase 1 [Pseudomonas fluorescens Pf0-1]	88	475	57	0	1	1425	1	475	0	767	Q3KCB2	Q3KCB2.1
argJ	sp|Q4K7C2.1|	RecName: Full=Arginine biosynthesis bifunctional protein ArgJ; Includes: RecName: Full=Glutamate N-acetyltransferase; AltName: Full=Ornithine acetyltransferase; Short=OATase; AltName: Full=Ornithine transacetylase; Includes: RecName: Full=Amino-acid acetyltransferase; AltName: Full=N-acetylglutamate synthase; Short=AGSase; Contains: RecName: Full=Arginine biosynthesis bifunctional protein ArgJ alpha chain; Contains: RecName: Full=Arginine biosynthesis bifunctional protein ArgJ beta chain [Pseudomonas protegens Pf-5]	93.58	405	26	0	1	1215	1	405	0	781	Q4K7C2	Q4K7C2.1
argO_1	sp|A8GIT2.1|	RecName: Full=Arginine exporter protein ArgO [Serratia proteamaculans 568]	47.179	195	99	3	13	588	5	198	5.32e-36	128	A8GIT2	A8GIT2.1
argO_1~~~argO_2	sp|P64904.1|	RecName: Full=Lysine exporter LysE [Mycobacterium tuberculosis variant bovis AF2122/97]	37.879	198	111	3	1	576	1	192	1.53e-30	114	P64904	P64904.1
argP_1	sp|P67668.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator Mb2303c [Mycobacterium tuberculosis variant bovis AF2122/97]	31.25	192	123	3	34	588	10	199	4.24e-13	72	P67668	P67668.1
argP_2	sp|Q3K7N4.1|	RecName: Full=HTH-type transcriptional regulator ArgP [Pseudomonas fluorescens Pf0-1]	89.831	295	30	0	1	885	1	295	0	538	Q3K7N4	Q3K7N4.1
argP_3	sp|B5XUC3.1|	RecName: Full=HTH-type transcriptional regulator ArgP [Klebsiella variicola 342]	39.175	291	176	1	10	882	5	294	6.0200000000000005e-65	209	B5XUC3	B5XUC3.1
argP_3~~~oxyR_2	sp|P52696.3|	RecName: Full=Uncharacterized HTH-type transcriptional regulator YbhD [Escherichia coli K-12]	39.831	236	142	0	76	783	4	239	1.3e-60	200	P52696	P52696.3
argP_4	sp|P52685.1|	RecName: Full=Mau operon transcriptional activator [Paracoccus denitrificans]	30.075	266	176	3	28	819	1	258	1.21e-12	70.1	P52685	P52685.1
argS	sp|C3KAH3.1|	RecName: Full=Arginine--tRNA ligase; AltName: Full=Arginyl-tRNA synthetase; Short=ArgRS [Pseudomonas [fluorescens] SBW25]	93.982	565	34	0	1	1695	1	565	0	1058	C3KAH3	C3KAH3.1
argT_1	sp|G3XD47.1|	RecName: Full=L-arginine-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	69.167	240	74	0	58	777	20	259	2.9599999999999994e-112	326	G3XD47	G3XD47.1
argT_2	sp|G3XD47.1|	RecName: Full=L-arginine-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	60.851	235	91	1	70	771	23	257	2.01e-102	301	G3XD47	G3XD47.1
argT_3	sp|P02911.2|	RecName: Full=Lysine/arginine/ornithine-binding periplasmic protein; Short=LAO-binding protein; Flags: Precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	47.951	244	119	4	58	768	16	258	4.3899999999999997e-69	216	P02911	P02911.2
arnA	sp|C3KAD2.1|	RecName: Full=Bifunctional polymyxin resistance protein ArnA; Includes: RecName: Full=UDP-4-amino-4-deoxy-L-arabinose formyltransferase; AltName: Full=ArnAFT; AltName: Full=UDP-L-Ara4N formyltransferase; Includes: RecName: Full=UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating; AltName: Full=ArnADH; AltName: Full=UDP-GlcUA decarboxylase; AltName: Full=UDP-glucuronic acid dehydrogenase [Pseudomonas [fluorescens] SBW25]	96.078	663	26	0	1	1989	1	663	0	1331	C3KAD2	C3KAD2.1
arnB_1	sp|Q4KC84.2|	RecName: Full=UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase; AltName: Full=UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase; Short=UDP-Ara4O aminotransferase; AltName: Full=UDP-4-amino-4-deoxy-L-arabinose aminotransferase [Pseudomonas protegens Pf-5]	42.513	374	199	6	10	1104	3	369	1.71e-85	267	Q4KC84	Q4KC84.2
arnB_2	sp|Q07608.1|	RecName: Full=Protein MosB [Sinorhizobium meliloti]	38.182	165	91	5	127	609	155	312	4.45e-17	86.7	Q07608	Q07608.1
arnC	sp|C3KAD3.1|	RecName: Full=Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase; AltName: Full=Undecaprenyl-phosphate Ara4FN transferase; Short=Ara4FN transferase [Pseudomonas [fluorescens] SBW25]	96.491	342	11	1	1	1026	1	341	0	582	C3KAD3	C3KAD3.1
arnD	sp|Q4KC81.1|	RecName: Full=Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD [Pseudomonas protegens Pf-5]	85.714	294	42	0	1	882	1	294	0	523	Q4KC81	Q4KC81.1
arnE_2	sp|Q3KCB8.1|	RecName: Full=Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE; Short=L-Ara4N-phosphoundecaprenol flippase subunit ArnE; AltName: Full=Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE [Pseudomonas fluorescens Pf0-1]	30.864	81	56	0	112	354	33	113	8.74e-8	50.1	Q3KCB8	Q3KCB8.1
arnE_3	sp|C3KAC9.1|	RecName: Full=Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE; Short=L-Ara4N-phosphoundecaprenol flippase subunit ArnE; AltName: Full=Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE [Pseudomonas [fluorescens] SBW25]	93	100	7	0	46	345	16	115	2.2200000000000002e-29	105	C3KAC9	C3KAC9.1
arnF	sp|Q4KC78.1|	RecName: Full=Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF; Short=L-Ara4N-phosphoundecaprenol flippase subunit ArnF; AltName: Full=Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF [Pseudomonas protegens Pf-5]	76.642	137	32	0	1	411	1	137	8.150000000000001e-33	115	Q4KC78	Q4KC78.1
arnT_2	sp|Q4K884.1|	RecName: Full=Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 2; AltName: Full=4-amino-4-deoxy-L-arabinose lipid A transferase 2; AltName: Full=Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase; AltName: Full=Undecaprenyl phosphate-alpha-L-Ara4N transferase 2 [Pseudomonas protegens Pf-5]	36.082	97	60	2	91	378	60	155	9.66e-8	58.2	Q4K884	Q4K884.1
arnT_3	sp|Q4K884.1|	RecName: Full=Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 2; AltName: Full=4-amino-4-deoxy-L-arabinose lipid A transferase 2; AltName: Full=Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase; AltName: Full=Undecaprenyl phosphate-alpha-L-Ara4N transferase 2 [Pseudomonas protegens Pf-5]	71.238	525	149	1	73	1647	58	580	0	729	Q4K884	Q4K884.1
arnT_4	sp|Q4KC80.1|	RecName: Full=Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 1; AltName: Full=4-amino-4-deoxy-L-arabinose lipid A transferase 1; AltName: Full=Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase; AltName: Full=Undecaprenyl phosphate-alpha-L-Ara4N transferase 1 [Pseudomonas protegens Pf-5]	73.406	549	144	1	1	1647	1	547	0	682	Q4KC80	Q4KC80.1
aroA_1	sp|Q608S5.2|	RecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS [Methylococcus capsulatus str. Bath]	68.372	430	136	0	901	2190	5	434	0	565	Q608S5	Q608S5.2
aroA_2	sp|Q4ZY26.1|	RecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS [Pseudomonas syringae pv. syringae B728a]	69.249	413	127	0	10	1248	4	416	0	568	Q4ZY26	Q4ZY26.1
aroB_2	sp|Q2NQJ2.1|	RecName: Full=3-dehydroquinate synthase; Short=DHQS [Sodalis glossinidius str. 'morsitans']	38.8	250	149	3	919	1662	67	314	2.43e-38	148	Q2NQJ2	Q2NQJ2.1
aroC	sp|C3K084.1|	RecName: Full=Chorismate synthase; Short=CS; AltName: Full=5-enolpyruvylshikimate-3-phosphate phospholyase [Pseudomonas [fluorescens] SBW25]	97.796	363	8	0	1	1089	1	363	0	735	C3K084	C3K084.1
aroE_1	sp|Q82M83.1|	RecName: Full=Shikimate dehydrogenase (NADP(+)); Short=SDH [Streptomyces avermitilis MA-4680 = NBRC 14893]	55.596	277	121	1	16	840	7	283	3.61e-84	257	Q82M83	Q82M83.1
aroE_2	sp|A4XNB9.1|	RecName: Full=Shikimate dehydrogenase (NADP(+)); Short=SDH [Ectopseudomonas mendocina ymp]	74.265	272	70	0	1	816	1	272	5.87e-134	382	A4XNB9	A4XNB9.1
